,region,from,to,forecast,index,biomass,coal,imports,gas,nuclear,other,hydro,solar,wind
0,North Scotland,2019-05-15T11:30Z,2019-05-15T12:00Z,258,moderate,0.0,0.0,0.0,64.9,0.0,0,6.4,0.0,28.7
1,North Scotland,2019-05-15T12:00Z,2019-05-15T12:30Z,263,high,0.0,0.0,0.0,67.7,0.0,0,4.6,0.0,27.7
2,North Scotland,2019-05-15T12:30Z,2019-05-15T13:00Z,251,moderate,0.0,0.0,0.0,64.3,0.0,0,5.4,0.0,30.3
3,North Scotland,2019-05-15T13:00Z,2019-05-15T13:30Z,243,moderate,0.0,0.0,0.0,61.9,0.0,0,6.4,0.0,31.7
4,North Scotland,2019-05-15T13:30Z,2019-05-15T14:00Z,235,moderate,0.0,0.0,0.0,60.9,0.0,0,6.9,0.0,32.2
5,North Scotland,2019-05-15T14:00Z,2019-05-15T14:30Z,224,moderate,0.0,0.0,0.0,57.5,0.0,0,7.8,0.0,34.7
6,North Scotland,2019-05-15T14:30Z,2019-05-15T15:00Z,222,moderate,0.0,0.0,0.0,56.2,0.0,0,8.8,0.0,35.0
7,North Scotland,2019-05-15T15:00Z,2019-05-15T15:30Z,229,moderate,0.0,0.0,0.0,57.9,0.0,0,6.9,0.0,35.2
8,North Scotland,2019-05-15T15:30Z,2019-05-15T16:00Z,235,moderate,0.0,0.0,0.0,60.2,0.0,0,5.8,0.0,34.0
9,North Scotland,2019-05-15T16:00Z,2019-05-15T16:30Z,229,moderate,0.0,0.0,0.0,58.8,0.0,0,7.1,0.0,34.1
10,North Scotland,2019-05-15T16:30Z,2019-05-15T17:00Z,223,moderate,0.0,0.0,0.0,56.4,0.0,0,7.9,0.0,35.7
11,North Scotland,2019-05-15T17:00Z,2019-05-15T17:30Z,225,moderate,0.0,0.0,0.0,57.7,0.0,0,9.1,0.0,33.2
12,North Scotland,2019-05-15T17:30Z,2019-05-15T18:00Z,217,moderate,0.0,0.0,0.0,55.7,0.0,0,12.2,0.0,32.1
13,North Scotland,2019-05-15T18:00Z,2019-05-15T18:30Z,210,moderate,0.0,0.0,0.0,53.7,0.0,0,13.3,0.0,33.0
14,North Scotland,2019-05-15T18:30Z,2019-05-15T19:00Z,203,moderate,0.0,0.0,0.0,52.4,0.0,0,15.1,0.0,32.5
15,North Scotland,2019-05-15T19:00Z,2019-05-15T19:30Z,202,moderate,0.0,0.0,0.0,49.9,0.0,0,17.3,0.0,32.8
16,North Scotland,2019-05-15T19:30Z,2019-05-15T20:00Z,223,moderate,0.0,0.0,0.0,56.6,0.0,0,6.6,0.0,36.8
17,North Scotland,2019-05-15T20:00Z,2019-05-15T20:30Z,223,moderate,0.0,0.0,0.0,56.6,0.0,0,3.7,0.0,39.7
18,North Scotland,2019-05-15T20:30Z,2019-05-15T21:00Z,219,moderate,0.0,0.0,0.0,55.8,0.0,0,2.9,0.0,41.3
19,North Scotland,2019-05-15T21:00Z,2019-05-15T21:30Z,209,moderate,0.0,0.0,0.0,53.8,0.0,0,3.8,0.0,42.4
20,North Scotland,2019-05-15T21:30Z,2019-05-15T22:00Z,197,moderate,0.0,0.0,0.0,50.7,0.0,0,4.4,0.0,44.9
21,North Scotland,2019-05-15T22:00Z,2019-05-15T22:30Z,185,moderate,0.0,0.0,0.0,47.5,0.0,0,5.0,0.0,47.5
22,North Scotland,2019-05-15T22:30Z,2019-05-15T23:00Z,171,moderate,0.0,0.0,0.0,44.4,0.0,0,5.3,0.0,50.3
23,North Scotland,2019-05-15T23:00Z,2019-05-15T23:30Z,155,low,0.0,0.0,0.0,40.2,0.0,0,5.0,0.0,54.8
24,North Scotland,2019-05-15T23:30Z,2019-05-16T00:00Z,146,low,0.0,0.0,0.0,36.6,0.0,0,6.6,0.0,56.8
25,North Scotland,2019-05-16T00:00Z,2019-05-16T00:30Z,154,low,0.0,0.0,0.0,38.9,0.0,0,4.2,0.0,56.9
26,North Scotland,2019-05-16T00:30Z,2019-05-16T01:00Z,163,moderate,0.0,0.0,0.0,40.5,0.0,0,3.4,0.0,56.1
27,North Scotland,2019-05-16T01:00Z,2019-05-16T01:30Z,176,moderate,0.0,0.0,0.0,45.2,0.0,0,2.7,0.0,52.1
28,North Scotland,2019-05-16T01:30Z,2019-05-16T02:00Z,175,moderate,0.0,0.0,0.0,44.8,0.0,0,3.2,0.0,52.0
29,North Scotland,2019-05-16T02:00Z,2019-05-16T02:30Z,171,moderate,0.0,0.0,0.0,43.7,0.0,0,5.2,0.0,51.1
30,North Scotland,2019-05-16T02:30Z,2019-05-16T03:00Z,106,low,0.0,0.0,0.0,28.0,0.0,0,16.7,0.0,55.3
31,North Scotland,2019-05-16T03:00Z,2019-05-16T03:30Z,91,low,0.0,0.0,0.0,24.0,0.0,0,17.5,0.0,58.5
32,North Scotland,2019-05-16T03:30Z,2019-05-16T04:00Z,79,low,0.0,0.0,0.0,20.4,0.0,0,26.1,0.0,53.5
33,North Scotland,2019-05-16T04:00Z,2019-05-16T04:30Z,78,low,0.0,0.0,0.0,19.8,0.0,0,34.3,0.0,45.9
34,North Scotland,2019-05-16T04:30Z,2019-05-16T05:00Z,91,low,0.0,0.0,0.0,22.0,0.0,0,32.3,0.0,45.7
35,North Scotland,2019-05-16T05:00Z,2019-05-16T05:30Z,112,low,0.0,0.0,0.0,27.1,0.0,0,28.8,0.0,44.1
36,North Scotland,2019-05-16T05:30Z,2019-05-16T06:00Z,139,low,0.0,0.0,0.0,34.5,0.0,0,27.0,0.0,38.5
37,North Scotland,2019-05-16T06:00Z,2019-05-16T06:30Z,160,moderate,0.0,0.0,0.0,39.1,0.0,0,28.0,0.0,32.9
38,North Scotland,2019-05-16T06:30Z,2019-05-16T07:00Z,180,moderate,0.0,0.0,0.0,45.4,0.0,0,25.3,0.0,29.3
39,North Scotland,2019-05-16T07:00Z,2019-05-16T07:30Z,184,moderate,0.0,0.0,0.0,47.2,0.0,0,23.8,0.0,29.0
40,North Scotland,2019-05-16T07:30Z,2019-05-16T08:00Z,184,moderate,0.0,0.0,0.0,45.7,0.0,0,23.2,0.0,31.1
41,North Scotland,2019-05-16T08:00Z,2019-05-16T08:30Z,196,moderate,0.0,0.0,0.0,50.1,0.0,0,12.6,0.0,37.3
42,North Scotland,2019-05-16T08:30Z,2019-05-16T09:00Z,168,moderate,0.0,0.0,0.0,49.7,0.0,0,8.3,0.0,42.0
43,North Scotland,2019-05-16T09:00Z,2019-05-16T09:30Z,79,low,0.0,0.0,0.0,22.1,0.0,0,8.7,0.0,69.2
44,North Scotland,2019-05-16T09:30Z,2019-05-16T10:00Z,66,low,0.0,0.0,0.0,14.7,0.0,0,7.2,0.0,78.1
45,North Scotland,2019-05-16T10:00Z,2019-05-16T10:30Z,99,low,0.0,0.0,0.0,24.1,0.0,0,5.8,0.0,70.1
46,North Scotland,2019-05-16T10:30Z,2019-05-16T11:00Z,113,low,0.0,0.0,0.0,28.4,0.0,0,5.5,0.0,66.1
47,North Scotland,2019-05-16T11:00Z,2019-05-16T11:30Z,111,low,0.0,0.0,0.0,30.3,0.0,0,3.4,0.0,66.3
48,North Scotland,2019-05-16T11:30Z,2019-05-16T12:00Z,100,low,0.0,0.0,0.0,22.1,0.0,0,3.9,0.0,74.0
49,South Scotland,2019-05-15T11:30Z,2019-05-15T12:00Z,45,very low,3.8,0.0,0.0,10.1,54.9,0,0.5,11.9,18.8
50,South Scotland,2019-05-15T12:00Z,2019-05-15T12:30Z,47,very low,3.2,0.0,0.0,11.3,52.9,0,0.4,11.8,20.4
51,South Scotland,2019-05-15T12:30Z,2019-05-15T13:00Z,45,very low,3.1,0.0,0.8,9.9,53.0,0,0.3,11.6,21.3
52,South Scotland,2019-05-15T13:00Z,2019-05-15T13:30Z,42,very low,2.4,0.0,2.3,7.7,54.4,0,0.2,11.5,21.5
53,South Scotland,2019-05-15T13:30Z,2019-05-15T14:00Z,42,very low,2.1,0.0,2.8,6.8,55.8,0,0.1,10.8,21.6
54,South Scotland,2019-05-15T14:00Z,2019-05-15T14:30Z,45,very low,2.1,0.0,3.5,7.0,55.3,0,0.2,10.0,21.9
55,South Scotland,2019-05-15T14:30Z,2019-05-15T15:00Z,48,very low,2.1,0.0,2.8,8.1,54.9,0,0.3,9.2,22.6
56,South Scotland,2019-05-15T15:00Z,2019-05-15T15:30Z,55,very low,2.2,0.0,1.0,11.2,54.2,0,0.6,8.1,22.7
57,South Scotland,2019-05-15T15:30Z,2019-05-15T16:00Z,65,low,1.6,0.0,2.0,13.8,53.1,0,0.6,6.9,22.0
58,South Scotland,2019-05-15T16:00Z,2019-05-15T16:30Z,69,low,1.5,0.0,0.6,16.2,51.6,0,1.1,5.8,23.2
59,South Scotland,2019-05-15T16:30Z,2019-05-15T17:00Z,72,low,2.2,0.0,2.4,15.1,51.3,0,1.2,4.5,23.3
60,South Scotland,2019-05-15T17:00Z,2019-05-15T17:30Z,76,low,3.0,0.0,1.4,16.3,51.4,0,1.7,3.5,22.7
61,South Scotland,2019-05-15T17:30Z,2019-05-15T18:00Z,83,low,2.8,0.0,4.6,15.1,50.6,0,2.6,2.5,21.8
62,South Scotland,2019-05-15T18:00Z,2019-05-15T18:30Z,85,low,2.8,0.0,4.8,15.2,49.8,0,3.3,1.7,22.4
63,South Scotland,2019-05-15T18:30Z,2019-05-15T19:00Z,84,low,2.9,0.0,4.8,15.3,49.4,0,4.1,1.0,22.5
64,South Scotland,2019-05-15T19:00Z,2019-05-15T19:30Z,84,low,2.9,0.0,4.4,14.9,48.7,0,5.0,0.4,23.7
65,South Scotland,2019-05-15T19:30Z,2019-05-15T20:00Z,90,low,3.7,0.0,3.7,17.6,48.3,0,1.9,0.1,24.7
66,South Scotland,2019-05-15T20:00Z,2019-05-15T20:30Z,81,low,4.0,0.0,1.4,18.6,47.7,0,1.1,0.0,27.2
67,South Scotland,2019-05-15T20:30Z,2019-05-15T21:00Z,72,low,4.2,0.0,0.0,17.4,49.4,0,0.8,0.2,28.0
68,South Scotland,2019-05-15T21:00Z,2019-05-15T21:30Z,70,low,4.2,0.0,1.2,15.2,50.1,0,1.0,0.0,28.3
69,South Scotland,2019-05-15T21:30Z,2019-05-15T22:00Z,70,low,4.1,0.0,4.7,11.4,51.4,0,0.9,0.0,27.5
70,South Scotland,2019-05-15T22:00Z,2019-05-15T22:30Z,64,low,4.3,0.0,5.1,9.7,52.9,0,0.9,0.0,27.1
71,South Scotland,2019-05-15T22:30Z,2019-05-15T23:00Z,44,very low,4.8,0.0,2.3,8.5,54.9,0,0.9,0.0,28.6
72,South Scotland,2019-05-15T23:00Z,2019-05-15T23:30Z,26,very low,5.4,0.0,0.0,5.9,57.0,0,0.6,0.0,31.1
73,South Scotland,2019-05-15T23:30Z,2019-05-16T00:00Z,21,very low,5.3,0.0,0.0,3.3,59.6,0,0.4,0.0,31.4
